iter	MultiClass
150	0.03271612563
151	0.03243816898
152	0.03201750677
153	0.03171064269
154	0.03130180033
155	0.03106216779
156	0.03083966814
157	0.03059003895
158	0.0303732807
159	0.03017099443
160	0.02989603769
161	0.02965447791
162	0.02932906482
163	0.029122635
164	0.02888404505
165	0.02857538518
166	0.02831102844
167	0.02806297633
168	0.02785945124
169	0.02765967505
170	0.02748020786
171	0.02724551157
172	0.0270515802
173	0.02677900681
174	0.02650431785
175	0.02637131396
176	0.0261198964
177	0.02592914137
178	0.02584690727
179	0.02562846808
180	0.02543377744
181	0.02522585218
182	0.02502213654
183	0.02490984864
184	0.02474184241
185	0.02453564091
186	0.02431016571
187	0.0241438129
188	0.02395500926
189	0.02372702056
190	0.02352108743
191	0.02336928435
192	0.02313523867
193	0.02291041257
194	0.02274407357
195	0.02258364468
196	0.02238884865
197	0.02228122662
198	0.02214600958
199	0.02203849353
200	0.02186011905
201	0.02172548504
202	0.02153128867
203	0.0213509441
204	0.02116067055
205	0.02105977111
206	0.02095054473
207	0.02079705991
208	0.02075366916
209	0.02065132046
210	0.02051745044
211	0.02042409092
212	0.02026495237
213	0.02011578315
214	0.02000614845
215	0.01986742704
216	0.01972446832
217	0.01955497844
218	0.01939224127
219	0.01928036704
220	0.01915259573
221	0.01902756281
222	0.01890891095
223	0.01876540994
224	0.01863157462
225	0.0185374659
226	0.01843234533
227	0.0183094064
228	0.01822490491
229	0.01811855144
230	0.01795131114
231	0.01784895474
232	0.01771453104
233	0.01762749704
234	0.01755909644
235	0.01744473938
236	0.01734749168
237	0.01722521537
238	0.0171144158
239	0.01702376119
240	0.01691087718
241	0.01682320247
242	0.01672568476
243	0.0166356294
244	0.01653491392
245	0.01645606993
246	0.01634855293
247	0.01626027527
248	0.016200183
249	0.01610494893
250	0.01603200786
251	0.01588846427
252	0.01581153227
253	0.01574959824
254	0.0156667162
255	0.01561784398
256	0.01556017358
257	0.01548719018
258	0.01543275315
259	0.01535090088
260	0.01528128565
261	0.01520627931
262	0.01512679689
263	0.01506723485
264	0.01498110065
265	0.01491299945
266	0.01479866835
267	0.01471287851
268	0.01468605855
269	0.01459460862
270	0.01451988305
271	0.01443391725
272	0.01435247363
273	0.01432151254
274	0.01425876386
275	0.01419373867
276	0.01414110604
277	0.01408117917
278	0.01399109471
279	0.01394513276
280	0.01388237207
281	0.01383796798
282	0.01377536533
283	0.01373866039
284	0.01367431852
285	0.0136298182
286	0.01359807741
287	0.01357042093
288	0.01353181412
289	0.01346457916
290	0.01339712614
291	0.01334884679
292	0.01328909162
293	0.0132003532
294	0.01315180954
295	0.01308696786
296	0.0130292258
297	0.01299275126
298	0.01293386193
299	0.01285975369
300	0.01279759287
301	0.01274776841
302	0.01268536835
303	0.01266147957
304	0.01260707893
305	0.01255523399
306	0.01253916501
307	0.01251399384
308	0.01247591003
309	0.01244255452
310	0.01242402429
311	0.01235889437
312	0.01234134684
313	0.01231579761
314	0.01227139954
315	0.0122084399
316	0.01214714315
317	0.01207765881
318	0.01202764543
319	0.01197853847
320	0.01192086757
321	0.01188209754
322	0.01184036853
323	0.01177933186
324	0.01174622491
325	0.01168528044
326	0.01163902737
327	0.01159341087
328	0.01153216209
329	0.0114889652
330	0.01146452769
331	0.01143428676
332	0.01136999417
333	0.01132206986
334	0.01126947409
335	0.01124508353
336	0.01120302346
337	0.01116098415
338	0.01114992223
339	0.01110081381
340	0.01106245766
341	0.01102304689
342	0.010981256
343	0.0109455272
344	0.01090201493
345	0.01087385161
346	0.01084861524
347	0.01081293622
348	0.01077553271
349	0.01073738059
350	0.01070416002
351	0.01067790424
352	0.01066093475
353	0.01062022338
354	0.01059205705
355	0.01054445659
356	0.01050867101
357	0.01047507615
358	0.01044277673
359	0.01042538729
360	0.01038970101
361	0.01035689898
362	0.01031514574
363	0.01027769643
364	0.01022938337
365	0.01018772115
366	0.01016518557
367	0.01013253193
368	0.01010334072
369	0.0100618873
370	0.01001665953
371	0.009982738458
372	0.009955003869
373	0.009902015659
374	0.009884987437
375	0.009865852242
376	0.009840650342
377	0.009817671627
378	0.009773336947
379	0.009735946
380	0.009702123788
381	0.009685770492
382	0.009654154631
383	0.00961695821
384	0.009595276165
385	0.009548955086
386	0.009535778091
387	0.009513484318
388	0.009475620378
389	0.009444309259
390	0.009433368774
391	0.009407470449
392	0.009377179186
393	0.009352237744
394	0.00931721095
395	0.00926472855
396	0.009228717081
397	0.009193120273
398	0.009159824754
399	0.009123580925
400	0.009087918365
401	0.009080513053
402	0.009051477426
403	0.009022584664
404	0.008981321809
405	0.008958513571
406	0.008923696176
407	0.008890103123
408	0.00886618466
409	0.008845414439
410	0.008824657518
411	0.008815718218
412	0.008790770591
413	0.00876610451
414	0.008743642339
415	0.008714865825
416	0.008685950514
417	0.008672825506
418	0.008654829192
419	0.008630680749
420	0.008594712642
421	0.0085705729
422	0.008539629972
423	0.008510248735
424	0.008484329002
425	0.00846096914
426	0.008438043947
427	0.008417347503
428	0.008408582671
429	0.008374018252
430	0.008341628128
431	0.008324484462
432	0.008300523683
433	0.008262267258
434	0.008234982361
435	0.008220922919
436	0.008211306442
437	0.008194797312
438	0.008178972647
439	0.008170413927
440	0.008152079028
441	0.008127533627
442	0.008098316041
443	0.008078790073
444	0.008060845892
445	0.008044223004
446	0.008019953813
447	0.008008575696
448	0.007984163244
449	0.007970702101
450	0.007949470584
451	0.007918657567
452	0.007891006446
453	0.007856905146
454	0.007833015362
455	0.007809606497
456	0.007785424754
457	0.007773642451
458	0.007744405407
459	0.007726447495
460	0.007700316258
461	0.007691078361
462	0.007674416065
463	0.007660791167
464	0.007643066442
465	0.007620796818
466	0.00760965661
467	0.007590097738
468	0.007572999625
469	0.007557822508
470	0.00753821414
471	0.007524728404
472	0.007503809136
473	0.007491967014
474	0.007479575487
475	0.007461660573
476	0.007453439248
477	0.007439621354
478	0.00741553377
479	0.007396638893
480	0.007376429015
481	0.007363811152
482	0.007342342869
483	0.007323273154
484	0.007296677458
485	0.007289684073
486	0.007256898733
487	0.007237636389
488	0.007225502319
489	0.007193391465
490	0.007177527756
491	0.007169292865
492	0.007159300433
493	0.007149183134
494	0.007130379409
495	0.007116476936
496	0.007089211696
497	0.00706854351
498	0.007037932092
499	0.007021150711
500	0.007004625094
501	0.006992291661
502	0.006973969662
503	0.006958909951
504	0.006943707651
505	0.006917581108
506	0.006893962398
507	0.006878044433
508	0.006860520819
509	0.006843440478
510	0.006829646305
511	0.00681283626
512	0.006794497558
513	0.006783072545
514	0.006761302603
515	0.006744851231
516	0.006734290736
517	0.006720350379
518	0.006704666738
519	0.006686016257
520	0.006674170873
521	0.006660901581
522	0.00664222915
523	0.006626812671
524	0.006615487734
525	0.006599991553
526	0.006587550143
527	0.006571123905
528	0.006558418681
529	0.006538101406
530	0.006529461346
531	0.006511016179
532	0.006499535091
533	0.006474815727
534	0.00646179453
535	0.006444292658
536	0.006424172592
537	0.006407456164
538	0.006392965304
539	0.006385818479
540	0.006372550883
541	0.006358878403
542	0.006340967187
543	0.006324257217
544	0.006314083225
545	0.00630197223
546	0.006290492343
547	0.00627807681
548	0.006267768249
549	0.006255821294
550	0.006247489236
551	0.006232181695
552	0.006218727359
553	0.00620614943
554	0.006190626961
555	0.006182912104
556	0.006168339694
557	0.006157631149
558	0.00614488313
559	0.006135651271
560	0.006118018937
561	0.00610944081
562	0.006096451444
563	0.006085292641
564	0.00607244573
565	0.006054237428
566	0.00604381088
567	0.006027742137
568	0.006023173729
569	0.006015997014
570	0.005997676694
571	0.005984585571
572	0.005970926595
573	0.005962880416
574	0.005950794139
575	0.005935822819
576	0.005926986977
577	0.005911858444
578	0.005904475665
579	0.005895250788
580	0.005880378839
581	0.005865567955
582	0.00585419476
583	0.005845412141
584	0.005830806395
585	0.005812097279
586	0.005802091227
587	0.005784773826
588	0.00577268937
589	0.005763331717
590	0.005749217654
591	0.005734961707
592	0.00572648264
593	0.005717075538
594	0.005709924321
595	0.005694542305
596	0.005681442758
597	0.005670361228
598	0.005661455511
599	0.005649457078
600	0.005638302122
601	0.005629129985
602	0.005625164799
603	0.005615820146
604	0.005608703754
605	0.005597582119
606	0.005589881522
607	0.00557473705
608	0.005559916364
609	0.005553428534
610	0.005537078077
611	0.005524959311
612	0.005514234818
613	0.00549970781
614	0.005492239882
615	0.005480697554
616	0.005469299865
617	0.005447953743
618	0.005439923186
619	0.005433239325
620	0.005420546835
621	0.005408093408
622	0.0053991176
623	0.005390183429
624	0.005378345499
625	0.005365748822
626	0.005359673211
627	0.005350825204
628	0.005342161015
629	0.005327446224
630	0.005317777529
631	0.005302744995
632	0.00529182862
633	0.005281189091
634	0.005274380213
635	0.005268715061
636	0.005253738843
637	0.005246669381
638	0.005233199932
639	0.005228317565
640	0.005219344945
641	0.005212404769
642	0.005200135433
643	0.005191767527
644	0.0051827426
645	0.005173316746
646	0.005166476994
647	0.005155377161
648	0.005147555474
649	0.005136349981
650	0.005128368725
651	0.005118357088
652	0.005112824361
653	0.005099003139
654	0.005086713622
655	0.005079683642
656	0.005071467678
657	0.005062343888
658	0.00505540282
659	0.005050278724
660	0.005046989343
661	0.005037241961
662	0.00503236185
663	0.005023564579
664	0.005009918554
665	0.004999021509
666	0.004991724433
667	0.004984146082
668	0.004975692658
669	0.004964674125
670	0.004958422692
671	0.004952128458
672	0.004949307386
673	0.004944167327
674	0.004940266808
675	0.00493550973
676	0.004928067303
677	0.004920446457
678	0.004912286717
679	0.004907114059
680	0.00489559929
681	0.004893143069
682	0.004885093533
683	0.00487616078
684	0.004865750114
685	0.004857462358
686	0.00485013889
687	0.004843264636
688	0.004835055919
689	0.004824558932
690	0.00481492176
691	0.004801637144
692	0.004795489456
693	0.004783537096
694	0.004778227153
695	0.004769202051
696	0.004760158642
697	0.004753557676
698	0.004747877413
699	0.00473948584
700	0.004733955497
701	0.004725156307
702	0.004716181849
703	0.004710227279
704	0.00470577647
705	0.004696984592
706	0.004686017707
707	0.004677755407
708	0.004670592139
709	0.004663129363
710	0.004658771056
711	0.004656108586
712	0.004646293213
713	0.004642626268
714	0.004637971193
715	0.004630024475
716	0.004624206779
717	0.004619697735
718	0.004612333269
719	0.004604092052
720	0.004594206243
721	0.004586037286
722	0.00457434841
723	0.004566113461
724	0.004560905419
725	0.004548886767
726	0.004542869354
727	0.004534141049
728	0.004527054316
729	0.004521504279
730	0.004515512889
731	0.004510037516
732	0.004505100082
733	0.004502370322
734	0.004493049659
735	0.004488230863
736	0.004480326791
737	0.00447747128
738	0.004470814407
739	0.004463298124
740	0.004451693805
741	0.004444498099
742	0.004440257621
743	0.004434198743
744	0.004428075193
745	0.004422257054
746	0.004413032872
747	0.004407234187
748	0.004398813152
749	0.004392619661
750	0.00438792333
751	0.00437902667
752	0.004371281575
753	0.004366233338
754	0.004356985016
755	0.004349705655
756	0.004341093539
757	0.004336532113
758	0.004326545711
759	0.004316622454
760	0.004312462338
761	0.004302681407
762	0.00429325525
763	0.00428801968
764	0.004280200912
765	0.004272183112
766	0.004266366885
767	0.00426204212
768	0.004254189598
769	0.004246320927
770	0.004238878863
771	0.004229646278
772	0.004223721028
773	0.004216940497
774	0.004211466433
775	0.004206548117
776	0.004198226208
777	0.004196388358
778	0.00419118667
779	0.004186640143
780	0.004179382913
781	0.004173182734
782	0.004170022819
783	0.004162881231
784	0.004155855798
785	0.004151419325
786	0.004149203392
787	0.004143088608
788	0.004134525291
789	0.004127185493
790	0.004119294552
791	0.004114083092
792	0.004109841188
793	0.004103351713
794	0.004096259733
795	0.004089176809
796	0.004078237308
797	0.004074789798
798	0.004072362388
799	0.004065913742
800	0.004055629263
801	0.004053940858
802	0.004049999296
803	0.004045415144
804	0.004039177422
805	0.004027960564
806	0.004023898331
807	0.004017472698
808	0.004013440776
809	0.004005867738
810	0.004000742296
811	0.003996312833
812	0.003993934119
813	0.003987158415
814	0.003984452313
815	0.003982295
816	0.003976926589
817	0.003968180693
818	0.003965802331
819	0.003961708547
820	0.003956517158
821	0.003951988174
822	0.003944625649
823	0.003941989318
824	0.003936747192
825	0.003930480278
826	0.003925925102
827	0.003917984399
828	0.003913870812
829	0.003908744493
830	0.003901463608
831	0.003896245656
832	0.003892132131
833	0.003888774508
834	0.003881693938
835	0.00387733165
836	0.003870435696
837	0.00386411996
838	0.003859568863
839	0.003854153601
840	0.003851208415
841	0.003848297952
842	0.003844799428
843	0.003836672704
844	0.003833582398
845	0.00383015531
846	0.003825234786
847	0.003817192135
848	0.003812197837
849	0.003809461926
850	0.00380710431
851	0.003803517443
852	0.003797739529
853	0.003790863626
854	0.003786094247
855	0.003780416181
856	0.003776703982
857	0.003769187285
858	0.003765555674
859	0.003762192732
860	0.003758192758
861	0.00375498387
862	0.003749270619
863	0.003743777128
864	0.003737513069
865	0.003733099679
866	0.003728233953
867	0.003721192026
868	0.003714698704
869	0.003711637957
870	0.003708175916
871	0.003703204444
872	0.003700886787
873	0.00369411434
874	0.003687589448
875	0.003680960822
876	0.003676521686
877	0.003672490843
878	0.003668598337
879	0.003664548139
880	0.003662794208
881	0.003655339033
882	0.003650200604
883	0.003646132652
884	0.003640709685
885	0.003635783869
886	0.003632651653
887	0.003626128674
888	0.00362239497
889	0.003616229623
890	0.00361419833
891	0.003612611385
892	0.003606510669
893	0.003600674808
894	0.003595645001
895	0.003592678469
896	0.003588814957
897	0.003583492152
898	0.003580259417
899	0.0035765814
900	0.003572673689
901	0.003566906297
902	0.003561653576
903	0.003558139428
904	0.003553775029
905	0.003551761989
906	0.00354795141
907	0.00354460957
908	0.003540063946
909	0.003535729727
910	0.003530337082
911	0.003527143988
912	0.003522715475
913	0.003519320853
914	0.003516781919
915	0.003511969621
916	0.003508310569
917	0.003503184168
918	0.003500095342
919	0.003496096316
920	0.003493935938
921	0.003490253042
922	0.003486166981
923	0.003480175132
924	0.003476897997
925	0.003472690827
926	0.00346826864
927	0.003464241665
928	0.00345949929
929	0.003452941459
930	0.003450158114
931	0.003445522666
932	0.00344029524
933	0.003436282768
934	0.003430541984
935	0.003424055584
936	0.003423139139
937	0.003422119675
938	0.003418264773
939	0.003413979777
940	0.003413069114
941	0.003409283571
942	0.003405290041
943	0.003402126802
944	0.003400266011
945	0.003395284781
946	0.003389291077
947	0.003384534422
948	0.00338219163
949	0.003377457167
950	0.003371868122
951	0.003367957058
952	0.003365124903
953	0.003361968376
954	0.003358886874
955	0.003353421328
956	0.003347732749
957	0.003345631213
958	0.003343693969
959	0.003341103077
960	0.003337833166
961	0.003330881066
962	0.003328877981
963	0.003325783715
964	0.003322593392
965	0.003316774934
966	0.003314274764
967	0.003310598746
968	0.003308376975
969	0.003307001011
970	0.003304774566
971	0.003302284632
972	0.003299013772
973	0.003293519267
974	0.003289522326
975	0.00328649767
976	0.003281485076
977	0.003277604002
978	0.003275028316
979	0.003271375735
980	0.003266237036
981	0.003264173834
982	0.003260725352
983	0.003258537366
984	0.003255879036
985	0.003252073284
986	0.003248591031
987	0.00324476453
988	0.003241362436
989	0.003239923948
990	0.003235718088
991	0.003231570486
992	0.003229540576
993	0.003226374207
994	0.003224615413
995	0.00322020225
996	0.003215799378
997	0.003212862523
998	0.003210516466
999	0.003207985991
